news_updated_at,news_url,title
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3815002/index.html,中国人民银行-国际货币基金组织第七次联合研讨会在京召开
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3814999/index.html,陈雨露副行长出席第二届“一带一路”银行家圆桌会
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3814996/index.html,中国人民银行行长易纲会见新开发银行行长卡马特
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3814819/index.html,中国人民银行行长易纲会见瑞士联邦主席兼财政部部长毛雷尔
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3814756/index.html,人民币海外基金业务顺利启航
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3814223/index.html,陈雨露副行长会见非洲开发银行高级副行长查尔斯·博马
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3814153/index.html,中国人民银行行长易纲会见国际货币基金组织总裁拉加德
2019-04-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3813825/index.html,中国人民银行开展2019年二季度定向中期借贷便利操作
2019-04-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3812651/index.html,全国金融系统脱贫攻坚专项巡视整改电视电话会议在京召开
2019-04-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3811137/index.html,中国人民银行征信中心有关负责人就征信系统建设相关问题答记者问
2019-04-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3810597/index.html,顺应新形势 迎接新挑战 谱写新篇章
2019-04-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3809727/index.html,金融行动特别工作组公布中国反洗钱和反恐怖融资互评估报告
2019-04-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3809470/index.html,2019年3月份金融市场运行情况
2019-04-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3809353/index.html,中国人民银行公告〔2019〕第3号
2019-04-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3808002/index.html,中国人民银行货币政策委员会召开2019年第一季度例会
2019-04-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3808006/index.html,姚期智院士做客人民银行“金融科技大讲堂”
2019-04-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3807109/index.html,中国人民银行副行长陈雨露出席第39届国际货币与金融委员会会议
2019-04-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3807106/index.html,陈雨露副行长在国际货币基金组织/世界银行春会期间参加双边会见
2019-04-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3807073/index.html,陈雨露副行长出席二十国集团财长和央行行长会
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806747/index.html,人民银行党委、外汇局党组召开巡视工作会议暨2019年巡视动员部署电视电话会议
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806596/index.html,2019年一季度金融统计数据报告
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806591/index.html,2019年3月末社会融资规模存量统计数据报告
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806580/index.html,2019年一季度社会融资规模增量统计数据报告
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806559/index.html,2018年末金融业机构总资产294万亿元
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806602/index.html,陈雨露副行长出席金砖国家财长和央行行长会议
2019-04-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3806661/index.html,站在新的历史起点 全面推进中国反洗钱事业
2019-04-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3805577/index.html,人民银行召开2019年研究工作会议
2019-04-09,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3805161/index.html,中国人民银行行长易纲会见旧金山联储行长Mary Daly
2019-04-04,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3803142/index.html,2019年人民银行工会工作会议召开
2019-04-03,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3802550/index.html,潘功胜副行长会见富时罗素全球首席执行官Waqas Samad
2019-04-03,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3801152/index.html,人民银行召开2019年青年工作会议
2019-04-02,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3798541/index.html,2018年农村地区支付业务发展总体情况
2019-03-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3797109/index.html,紧扣八字方针 坚守为民理念 努力推动支付产业高质量发展
2019-03-28,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3795599/index.html,中国人民银行有关负责人就《中国人民银行关于进一步加强支付结算管理 防范电信网络新型违法犯罪有关事项的通知》 答记者问
2019-03-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3792841/index.html,继续扩大金融业开放 推动经济高质量发展
2019-03-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3792687/index.html,人民银行召开2019年征信工作电视电话会议
2019-03-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3792347/index.html,2019年第一季度企业家问卷调查报告
2019-03-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3792340/index.html,2019年第一季度银行家问卷调查报告
2019-03-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3792352/index.html,2019年第一季度城镇储户问卷调查报告
2019-03-21,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3791394/index.html,人民银行召开2019年全国国库工作电视电话会议
2019-03-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3788559/index.html,2019年2月份金融市场运行情况
2019-03-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3787878/index.html,2018年支付体系运行总体情况
2019-03-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3787884/index.html,2018年第四季度支付体系运行总体情况
2019-03-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3786032/index.html,人民银行党委、外汇局党组理论学习中心组专题深入学习贯彻习近平总书记在中央政治局第十三次集体学习时的重要讲话精神
2019-03-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3784580/index.html,中国人民银行党委书记、副行长郭树清出席国际清算银行行长例会
2019-03-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3782099/index.html,2019年2月份金融数据解读
2019-03-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3782070/index.html,人民银行相关部门负责人就2月份主要金融数据答《金融时报》记者问
2019-03-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3782042/index.html,中国人民银行行长易纲等就“金融改革与发展”答记者问
2019-03-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3781965/index.html,2019年2月金融统计数据报告
2019-03-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3781968/index.html,2019年2月社会融资规模存量统计数据报告
2019-03-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3781971/index.html,2019年2月社会融资规模增量统计数据报告
2019-03-08,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3781959/index.html,中国人民银行金融科技（FinTech）委员会召开2019年第一次会议
2019-03-01,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3776718/index.html,2018年中国货币政策大事记
2019-03-01,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3776043/index.html,人民银行召开2019年金融消费权益保护工作会议
2019-03-01,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3775715/index.html,中国人民银行行长易纲会见罗马尼亚央行行长伊瑟雷斯库
2019-02-27,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3774324/index.html,强化底线思维和风险意识 坚决打好防范化解重大金融风险攻坚战
2019-02-27,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3774420/index.html,《商业银行担保物基本信息描述规范》金融行业标准发布会在京召开
2019-02-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3773037/index.html,砥砺奋进 开拓创新 全面做好2019年金融市场和信贷政策工作
2019-02-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3770193/index.html,中国代表团出席在法国巴黎召开的金融行动特别工作组第三十届第二次全会
2019-02-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3769373/index.html,凝心聚力 攻坚克难 推动货币金银工作迈上新征程
2019-02-21,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3768943/index.html,2018年第四季度中国货币政策执行报告
2019-02-21,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3768562/index.html,2019年1月份金融市场运行情况
2019-02-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3767858/index.html,创新方式方法 提升办理质效 人民银行圆满完成2018年“两会”建议提案办理工作
2019-02-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3767774/index.html,中国人民银行开展首次央行票据互换（CBS）操作
2019-02-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3766715/index.html,人民银行、外汇局召开纪检监察工作会议 深入学习贯彻习近平总书记重要讲话和中央纪委三次全会精神
2019-02-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3764898/index.html,2019年1月份金融统计数据解读吹风会实录
2019-02-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3764684/index.html,2019年1月金融统计数据报告
2019-02-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3764689/index.html,2019年1月社会融资规模存量统计数据报告
2019-02-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3764692/index.html,2019年1月社会融资规模增量统计数据报告
2019-02-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3763845/index.html,情暖基层 汇聚力量
2019-02-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3763426/index.html,中国人民银行在香港成功发行200亿元人民币央行票据
2019-02-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3763199/index.html,中国人民银行公告〔2019〕第2号
2019-02-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3762744/index.html,中国人民银行党委书记、副行长郭树清出席国际清算银行香港特别行长会
2019-02-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3761845/index.html,人民银行、银保监会、证监会、财政部、农业农村部联合发布《关于金融服务乡村振兴的指导意见》
2019-02-02,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3760517/index.html,2018年地区社会融资规模增量统计表
2019-02-02,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3760058/index.html,中国人民银行党委书记郭树清到中国银行间市场交易商协会、国家外汇管理局中央外汇业务中心调研慰问
2019-01-31,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3758415/index.html,金融市场对外开放取得新进展：中国债券正式纳入彭博巴克莱债券指数
2019-01-28,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3753780/index.html,美国标普全球公司获准进入中国信用评级市场
2019-01-25,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3753088/index.html,中国银行成功发行首单无固定期限资本债券
2019-01-25,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3752926/index.html,中国人民银行开展普惠金融定向降准动态考核
2019-01-25,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3752832/index.html,2018年金融机构贷款投向统计报告
2019-01-25,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3752847/index.html,2018年小额贷款公司统计数据报告
2019-01-25,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3752805/index.html,2018年金融市场运行情况
2019-01-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3752457/index.html,中国人民银行有关负责人就创设央行票据互换工具答记者问
2019-01-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3752454/index.html,中国人民银行决定创设央行票据互换工具 为银行发行永续债提供流动性支持
2019-01-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3751226/index.html,中国人民银行开展2019年一季度定向中期借贷便利操作
2019-01-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3748293/index.html,中国人民银行行长易纲会见德国联邦银行行长延斯•魏德曼
2019-01-18,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3747952/index.html,人民银行召开2019年金融法治工作会议
2019-01-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3746171/index.html,范一飞副行长出席北京市政府与SWIFT合作备忘录签署活动
2019-01-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3746136/index.html,人民银行副行长朱鹤新出席国新办新闻发布会
2019-01-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3745773/index.html,中国人民银行行长易纲出席国际清算银行行长例会
2019-01-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3745278/index.html,2018年金融统计数据报告
2019-01-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3745275/index.html,2018年社会融资规模存量统计数据报告
2019-01-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3745243/index.html,2018年社会融资规模增量统计数据报告
2019-01-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3744916/index.html,中国人民银行与保加利亚国家银行签署合作谅解备忘录
2019-01-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3742967/index.html,深入贯彻落实“放管服”改革要求 部署取消企业账户许可工作
2019-01-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3741799/index.html,中国人民银行公布2019年贵金属纪念币项目发行计划
2019-01-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3741577/index.html,实施好稳健的货币政策 提高金融体系服务实体经济能力
2019-01-09,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3741155/index.html,人民银行副行长范一飞出席国务院政策例行吹风会 介绍取消企业开户许可有关情况并答记者问
2019-01-05,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3738401/index.html,人民银行副行长潘功胜赴中国银行间市场交易商协会召开座谈会
2019-01-04,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3738117/index.html,2019年中国人民银行工作会议在京召开
2019-01-04,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3737924/index.html,中国人民银行有关负责人表示：降准置换中期借贷便利 支持实体经济发展
2019-01-04,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3737919/index.html,中国人民银行决定于2019年1月下调金融机构存款准备金率置换部分中期借贷便利
2019-01-02,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3735226/index.html,中国人民银行决定调整普惠金融定向降准小微企业贷款考核标准
2019-01-02,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3735130/index.html,2018中国金融学会学术年会暨中国金融论坛年会在北京召开
2018-12-31,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3733085/index.html,中国人民银行行长易纲看望慰问外汇储备经营管理人员
2018-12-31,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3730709/index.html,中国人民银行行长易纲新年致辞
2018-12-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3731736/index.html,范一飞副行长看望慰问支付清算系统年终决算干部职工
2018-12-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3730430/index.html,城银清算服务有限责任公司成立大会在上海举行
2018-12-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3730115/index.html,人民银行举办2018年青年论坛
2018-12-27,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3728507/index.html,中国人民银行货币政策委员会召开2018年第四季度例会
2018-12-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3728176/index.html,人民银行召开2018年扶贫开发工作领导小组会议暨定点扶贫工作座谈会
2018-12-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3726668/index.html,金融委办公室召开会议研究商业银行补充资本有关问题
2018-12-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3722806/index.html,2018年第四季度企业家问卷调查报告
2018-12-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3722798/index.html,2018年第四季度银行家问卷调查报告
2018-12-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3722790/index.html,2018年第四季度城镇储户问卷调查报告
2018-12-21,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3721881/index.html,声明
2018-12-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3720167/index.html,2018年11月份金融市场运行情况
2018-12-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3720059/index.html,国务院金融稳定发展委员会办公室召开资本市场改革与发展座谈会
2018-12-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3719706/index.html,中国人民银行有关负责人就创设定向中期借贷便利答记者问
2018-12-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3719703/index.html,中国人民银行决定创设定向中期借贷便利 定向支持金融机构向小微企业和民营企业发放贷款
2018-12-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3717676/index.html,人民银行进一步增加流动性投放，市场流动性合理充裕
2018-12-17,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3686499/index.html,铭记峥嵘岁月 不忘初心使命 奋力推进新时代金融事业高质量发展
2018-12-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3686278/index.html,国务院反假货币工作联席会议第六次会议在京召开
2018-12-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3683963/index.html,朱鹤新副行长出席东盟与中日韩财政与央行副手会
2018-12-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3682924/index.html,2018年11月金融统计数据报告
2018-12-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3682931/index.html,2018年11月末社会融资规模存量统计数据报告
2018-12-11,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3682934/index.html,2018年11月社会融资规模增量统计数据报告
2018-12-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3682570/index.html,中国人民银行行长易纲会见乌克兰央行行长亚契夫·斯莫利一行
2018-12-06,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3679469/index.html,中国人民银行公告〔2018〕第28号
2018-12-05,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3679148/index.html,在全面深化改革开放中开创金融事业新局面
2018-12-04,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3677337/index.html,中国人民银行行长易纲会见智利央行行长马里奥•马塞尔
2018-12-03,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3676827/index.html,强化监管执法 做好协同配合 建立统一的债券市场执法机制
2018-12-03,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3675449/index.html,庆祝人民银行成立70周年暨新时代人民银行党的建设推进会在瑞金召开
2018-11-30,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3675093/index.html,陈雨露副行长主持东亚及太平洋中央银行行长会议组织（EMEAP）第55届副手会并出席相关会议
2018-11-30,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3674846/index.html,“中国名片-人民币发行70周年纪念展”在国家博物馆开幕
2018-11-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3674470/index.html,数据分析行业规制和发展国际研讨会召开
2018-11-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3674280/index.html,扩大债券市场开放：中国外汇交易中心与彭博公司合作正式启动
2018-11-28,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3674016/index.html,中国人民银行公告〔2018〕第27号
2018-11-27,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3672553/index.html,中国人民银行有关负责人就《关于完善系统重要性金融机构监管的指导意见》答记者问
2018-11-27,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3672549/index.html,中国人民银行 中国银行保险监督管理委员会 中国证券监督管理委员会联合发布《关于完善系统重要性金融机构监管的指导意见》
2018-11-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3669516/index.html,第十届中日韩央行行长会议在天津举行
2018-11-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3669955/index.html,中国钱币学会第八次全国会员代表大会暨八届一次理事会在北京召开
2018-11-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3669725/index.html,中国人民银行公告〔2018〕第25号
2018-11-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3669348/index.html,中国人民银行公告〔2018〕第26号
2018-11-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3667576/index.html,范一飞副行长出席中国银联小微企业卡发布会
2018-11-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3667570/index.html,中国人民银行行长易纲会见香港特别行政区财政司司长陈茂波一行
2018-11-20,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3667351/index.html,中国人民银行行长易纲会见国际清算银行总经理卡斯滕斯
2018-11-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3666088/index.html,2018年第三季度支付体系运行总体情况
2018-11-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3665653/index.html,中国人民银行与印度尼西亚银行续签双边本币互换协议
2018-11-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3664902/index.html,2018年第三季度中国货币政策大事记
2018-11-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3664854/index.html,正本清源 凝心聚力 推动支付产业高质量发展
2018-11-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3664818/index.html,2018年10月份金融市场运行情况
2018-11-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3664582/index.html,人民银行召开金融机构货币信贷形势分析座谈会
2018-11-16,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3664552/index.html,中国人民银行行长易纲会见欧洲复兴开发银行行长查克拉巴蒂
2018-11-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3664436/index.html,中国人民银行公告〔2018〕第24号
2018-11-15,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3663993/index.html,丰富柜台业务债券品种 促进多层次债券市场建设
2018-11-14,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3663607/index.html,中国人民银行和欧洲复兴开发银行联合举办中亚投资论坛推动各方在“一带一路”框架下加强合作
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3663234/index.html,中国人民银行行长易纲会见瑞士联邦副主席兼财长于利•毛雷尔
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3663089/index.html,2018年10月金融统计数据报告
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3663086/index.html,2018年10月末社会融资规模存量统计数据报告
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3663083/index.html,2018年10月社会融资规模增量统计数据报告
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3662467/index.html,中国人民银行行长易纲出席国际清算银行行长例会
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3662464/index.html,中国人民银行行长易纲会见罗马尼亚央行行长穆古尔•伊瑟雷斯库
2018-11-13,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3662461/index.html,中国人民银行行长易纲会见巴西央行行长戈德费恩
2018-11-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3662333/index.html,中英两国央行续签双边本币互换协议
2018-11-12,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3662132/index.html,深入总结试点工作经验 优化企业账户金融服务
2018-11-10,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3661133/index.html,中国人民银行行长易纲参加中国-中东欧国家央行行长会议
2018-11-09,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3661118/index.html,2018年第三季度中国货币政策执行报告
2018-11-09,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3660578/index.html,人民银行审查通过连通公司银行卡清算机构筹备申请
2018-11-09,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3660584/index.html,2018年前三季度地区社会融资规模增量统计表
2018-11-08,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3660298/index.html,中越金融与货币合作工作组第四次会议在北京召开
2018-11-08,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3659903/index.html,中国人民银行副行长范一飞出席第五届世界互联网大会“金融科技与信用社会建设”分论坛
2018-11-07,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3659749/index.html,交流城商行先进经验 提升政策传导效果<br/>——人民银行在浙江召开全国城商行民营和小微企业金融服务经验交流会暨现场推进会
2018-11-07,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3659736/index.html,中国人民银行行长易纲会见阿根廷央行行长桑德里斯
2018-11-07,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3659733/index.html,人民银行召开警示教育大会
2018-11-07,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3659590/index.html,以应用促创新 以应用促提升<br/>助推金融科技创新持续快速发展
2018-11-06,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3658011/index.html,中国人民银行公告〔2018〕第23号
2018-11-02,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3656006/index.html,中国人民银行发布《中国金融稳定报告（2018）》
2018-11-01,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3655576/index.html,人民银行召开2018年金融消费权益保护工作座谈会
2018-10-29,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3653217/index.html,中国人民银行公告〔2018〕第22号
2018-10-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3651907/index.html,国务院政策例行吹风会文字实录
2018-10-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3651280/index.html,中国人民银行公告〔2018〕第21号
2018-10-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3650872/index.html,中日两国金融合作迈出新步伐
2018-10-26,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3651276/index.html,中日两国央行签署双边本币互换协议
2018-10-25,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3651006/index.html,2018年三季度小额贷款公司统计数据报告
2018-10-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3650838/index.html,中国人民银行行长易纲到交易商协会调研并召开座谈会
2018-10-24,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3650655/index.html,中国人民银行行长易纲会见印尼海洋统筹部部长卢胡特
2018-10-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3650463/index.html,中国人民银行公告〔2018〕第20号
2018-10-23,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3649897/index.html,2018年9月份金融市场运行情况
2018-10-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3649346/index.html,设立民营企业债券融资支持工具 毫不动摇支持民营经济发展
2018-10-22,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3649343/index.html,人民银行今年以来增加再贷款和再贴现额度共3000亿元支持小微企业和民营企业融资
2018-10-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3647320/index.html,2018年三季度金融机构贷款投向统计报告
2018-10-19,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3647090/index.html,易纲行长就近期股市情况接受金融时报采访
2018-10-17,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3646310/index.html,中国人民银行公告〔2018〕第19号
2018-10-17,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3646150/index.html,中国人民银行行长易纲会见泛美开发银行行长莫雷诺
2018-10-17,http://www.pbc.gov.cn//goutongjiaoliu/113456/113469/3646143/index.html,2018年前三季度金融统计数据报告
